cluster_id,product_count,mean_margin,median_margin,std_margin,min_margin,max_margin,margin_range,high_variance
cluster_538,4,0.23750307906329704,0.23684210526315796,0.001746568473748316,0.23624,0.24008810572687223,0.0038481057268722196,False
cluster_539,4,0.19156356936035795,0.2528735632183908,0.12261998771606561,0.007633587786259549,0.2528735632183908,0.24523997543213122,False
cluster_54,3,0.31065926699050395,0.24491228070175433,0.16727972182261294,0.1862416107382551,0.5008239095315025,0.3145822987932474,True
cluster_541,2,0.6412608405603736,0.6412608405603736,0.5073337846338438,0.2825216811207471,1.0,0.7174783188792528,True
cluster_544,3,0.23533200236508053,0.2091738442608543,0.1250859295654539,0.12539359140581594,0.3714285714285714,0.24603498002275545,False
cluster_545,4,0.2086466165413534,0.20050125313283212,0.6395558336642451,-0.5664160401002506,1.0,1.5664160401002505,True
cluster_546,6,0.3830246974615825,0.3161958867958868,0.3151007017594714,0.14349276974416017,1.0,0.8565072302558399,True
cluster_547,4,0.3412431650553537,0.1936333234291928,0.45722225849803183,-0.022293986636970915,1.0,1.022293986636971,True
cluster_548,7,0.891705069124424,1.0,0.2865214553457045,0.24193548387096772,1.0,0.7580645161290323,True
cluster_549,4,0.22505931685836716,0.2252710027100271,0.03217077463916917,0.19417475728155328,0.2555205047318612,0.061345747450307936,False
cluster_55,2,-0.711891891891892,-0.711891891891892,1.388987050179413,-1.6940540540540543,0.2702702702702703,1.9643243243243247,True
cluster_550,9,0.3390977794824906,0.2223572296476306,0.2642416834003332,0.21941983122362876,1.0,0.7805801687763713,True
cluster_551,4,0.834070796460177,1.0,0.331858407079646,0.336283185840708,1.0,0.663716814159292,True
cluster_552,11,0.6468618367444319,1.0,0.4374502674318019,-0.10913404507710557,1.0,1.1091340450771057,True
cluster_553,18,0.786182283617816,1.0,0.355113743399481,0.2107819181429445,1.0,0.7892180818570556,True
cluster_554,18,0.14618250377782857,0.10357820037559073,0.22822725161004775,-0.19999999999999998,1.0,1.2,True
cluster_555,15,0.46118181412425646,0.23283393501805058,0.3966523514637047,0.08190569744597251,1.0,0.9180943025540275,True
cluster_556,34,0.7474464279549808,1.0,0.3717093331813485,0.09230101302460207,1.0,0.907698986975398,True
cluster_557,4,0.1518565406954795,0.1558573998384689,0.026692605328900845,0.11854103343465049,0.17717032967032972,0.05862929623567924,False
cluster_558,9,0.08455165383595334,0.1247191011235955,0.3118437293750443,-0.379746835443038,0.6060606060606061,0.9858074415036441,True
cluster_559,19,0.1770218299007676,0.16774193548387098,0.07593974420039781,0.012048192771084437,0.36474164133738607,0.35269344856630164,False
cluster_56,3,0.34346072780578424,0.3347058823529412,0.04439677978844081,0.304093567251462,0.3915827338129496,0.08748916656148759,False
cluster_560,6,0.16621956564819346,0.15761397692229734,0.062081469158104426,0.09836065573770482,0.2651971326164875,0.16683647687878267,False
cluster_561,7,0.6179611057248124,1.0,0.48109675929678,0.04213062098501066,1.0,0.9578693790149894,True
cluster_562,11,0.14918486721069749,0.09747368421052632,0.1082107928380042,0.03225806451612898,0.3799283154121864,0.3476702508960574,False
cluster_565,8,0.8973214285714286,1.0,0.2904188565587606,0.17857142857142858,1.0,0.8214285714285714,True
cluster_568,5,0.41056910569105687,0.2764227642276423,0.32976663583007076,0.25000000000000006,1.0,0.75,True
cluster_569,19,0.8394506832634284,1.0,0.31966778314444383,0.21079691516709517,1.0,0.7892030848329048,True
cluster_57,5,0.46291597885623953,0.42355212355212346,0.31837204605413444,0.16949152542372878,1.0,0.8305084745762712,True
cluster_570,6,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_571,4,0.4078498443339551,0.24195337598354444,0.3972754377974428,0.14749262536873156,1.0,0.8525073746312685,True
