product_code,cluster,cluster_id
43022010,-1,noise
82085810,-1,noise
82081440,-1,noise
43001090,-1,noise
43004160,-1,noise
43005490,-1,noise
43005170,-1,noise
43005200,-1,noise
43019990,-1,noise
43011190,-1,noise
43011640,-1,noise
43011010,-1,noise
84421,-1,noise
50141022,-1,noise
50141020,-1,noise
971121599,-1,noise
971121599,-1,noise
10439,-1,noise
10429920,-1,noise
10430006,-1,noise
10429980,-1,noise
10429981,-1,noise
10429971,-1,noise
10429975,-1,noise
10429983,-1,noise
1042980,-1,noise
1042979,-1,noise
1042978,-1,noise
41770,-1,noise
1010884,-1,noise
10388048,-1,noise
10878769,-1,noise
1087HCAN,-1,noise
1087A2NA,-1,noise
1087A2GB,-1,noise
108774,-1,noise
1087A2CS,-1,noise
1087A118,-1,noise
10802024,-1,noise
1087A5AM,-1,noise
10870577,-1,noise
10870544,-1,noise
10870531,-1,noise
10870522,-1,noise
1087A5AM,-1,noise
1087A2CF,-1,noise
10089894,-1,noise
103672,-1,noise
10038176,-1,noise
10660951,-1,noise
10424G,-1,noise
10436660,-1,noise
10436661,-1,noise
104361,-1,noise
10436R,-1,noise
104710,-1,noise
10467899,-1,noise
10125950,-1,noise
1046A310,-1,noise
1046A4PL,-1,noise
41010,-1,noise
41000,-1,noise
1039031,-1,noise
1039972,-1,noise
10390547,-1,noise
10422012,-1,noise
10390400,-1,noise
1039A100,-1,noise
10399892,-1,noise
10426F,-1,noise
10500035,-1,noise
104170,-1,noise
104164,-1,noise
104230,-1,noise
1040993,-1,noise
1040958,-1,noise
1040959,-1,noise
10500035,-1,noise
104170,-1,noise
10500042,-1,noise
1042234,-1,noise
104165,-1,noise
1040995,-1,noise
1040988,-1,noise
1040953,-1,noise
97351900,-1,noise
10181519,-1,noise
10388055,-1,noise
1016A213,-1,noise
10164952,-1,noise
10181523,-1,noise
13004AL1,-1,noise
10437773,-1,noise
10192,-1,noise
10190,-1,noise
10431K,-1,noise
10433K,-1,noise
1044309,-1,noise
10439IB,-1,noise
1026174H,-1,noise
1026AR2,-1,noise
10261061,-1,noise
10260119,-1,noise
10261020,-1,noise
10261972,-1,noise
1026953,-1,noise
10278016,-1,noise
10278010,-1,noise
1027483,-1,noise
1027491,-1,noise
10283989,-1,noise
10277507,-1,noise
10277502,-1,noise
10286,-1,noise
10283073,-1,noise
10288,-1,noise
1035A212,-1,noise
1035A2B3,-1,noise
10350010,-1,noise
10356030,-1,noise
10350349,-1,noise
